seed_hex               ,key_hex                
75 6A 20 00 01 9E 65 5D,59 64 DA 26 0A DD 2D 18
1C 68 A3 25 9A CD AD C1,7C 54 40 12 43 26 51 F0
B5 EC 50 CC F9 43 8E 9F,D5 BA B1 C4 99 6D 1A 70
6A BA 47 D7 7F 59 A4 A4,54 C9 2B 17 E3 19 D7 DA
B2 F5 38 AC C3 D8 A8 3C,DF 2A 56 73 50 60 3D 6C
B7 AA 09 4B 8A 55 AF D8,E1 20 88 9A 70 A9 4B 7A
1E 80 D3 A7 C6 C0 1C 07,DB F3 40 5A A7 14 9B 8F
DE BC 98 BE 45 A9 47 88,5A 35 05 84 A6 32 8B F7
F2 31 91 80 D6 43 AE DD,E7 58 AF ED 49 04 E6 EF
03 5B A1 32 BC 66 AA EA,B2 AF 50 1B 18 D4 12 2D
D5 92 C1 1E D4 1E DF 2C,3A 61 CF F7 50 3E 14 11
32 C1 28 08 7F A0 95 8A,BF 86 20 9E 01 B1 45 E8
4D 3E CF EE 92 BC 33 D5,9B A2 4D B2 06 B6 DE 2E
B9 6D DD A0 EA 83 A7 D6,7D AB AC AE 61 32 31 BC
02 FD D0 09 87 F1 4C 4A,B9 46 06 E5 EA 5F 42 28
D3 27 E4 ED E4 8B BF 20,4C 93 B9 09 33 7E FE CD
9F 2D 39 07 14 4C 00 9F,DE D2 94 20 56 DB 9B 31
CB D1 94 74 49 C0 2B E7,69 A5 7E 6B 0B AB 36 8E
3D 05 66 5F D1 A3 45 7C,08 AA C6 EC E6 6F 07 D5
C9 7F 21 B7 76 63 67 B7,51 24 2C A7 71 81 CD 47
EA BF E2 EB D6 60 48 61,FC C9 7F 8E 85 6F 94 3A
76 F9 5F FE 77 4E 55 CD,E6 33 D0 49 13 30 FF 46
AA 4C 17 1D 44 81 17 B8,5C 04 C6 D7 30 47 36 A3
7A 81 A2 7E 26 18 61 A5,AB 85 66 79 09 74 D5 92
35 C5 2C 70 D0 17 D1 D9,B1 A9 36 6B 8C CF C7 7F
83 FA C7 A7 F1 56 C8 8E,4B F2 C7 F4 39 7C D5 DE
8B CF 67 CC BA 1F F7 3B,50 8B FB 02 FC 42 C5 90
46 7E 66 DD 9A 41 F5 D6,84 06 28 99 4B 29 DF 2F
62 8E 92 73 0F 46 8E 6E,E6 47 7D FC 69 C0 68 60
ED 37 89 D4 BA 07 25 41,AE 67 D2 3D 05 EF 6A 83
F9 4D 42 6F 27 DB 27 B1,37 5B 0C D9 12 0F 04 C7
66 23 6A 7B 59 92 F4 3E,3E 84 92 07 BB 65 B8 A0
CD 80 B6 EB 89 44 C7 25,65 4F 90 82 DD 96 DD 60
A4 3A 73 9D 84 21 CC D9,18 3D 31 4F 2F D6 51 90
E3 82 B8 EC 17 98 5F BD,03 0A C4 39 ED 45 C6 83
9D BB CB 7D 01 DA 53 42,64 A3 DF 16 9C 83 2A 00
37 68 15 61 47 8E F6 F6,06 54 03 42 BD 93 B8 D1
B7 E6 9C E6 1A B3 81 3D,7B B8 DF 39 43 23 A4 66
93 9B F2 03 99 1D A8 1F,8B A1 E3 8C 33 BD 69 AC
6B DE 0A A6 AC 2B F8 61,CF FA B9 81 2A 84 AA B3
A3 2A 5F BC 8E 53 6B 86,B4 30 EC 6B 74 EB 22 E7
6F 16 12 8E D2 87 5F B2,D2 4A 15 07 CD 92 D3 DE
16 64 15 39 C7 73 43 F9,62 78 A2 70 A4 49 B9 8F
8C 4F 62 2F 97 D4 F8 D0,28 83 39 28 EF 98 14 86
BA 17 A7 CE 54 BA 99 94,AD BF E3 1C 1E 20 33 45
F0 80 90 0F B7 C8 B8 36,33 CA E4 D1 C2 1E 90 25
3A 05 4E 10 56 B4 3B B0,65 20 DD FB 94 B3 33 6B
15 AE 04 5C A0 AA 9E 25,BA 56 3B 25 50 E9 8B 4D
98 22 E2 21 17 FC 82 47,92 C6 64 80 74 3A 91 75
A0 A5 AE E1 95 0A 05 8B,B7 D0 29 23 DC 83 CC 95
36 E4 66 DB 23 A3 5E D0,4D 79 90 77 26 98 FA BE
95 70 B1 B2 CE 46 3D E0,44 73 43 15 F7 93 45 25
E2 25 AD 34 E9 F8 FC 7E,B8 2E 84 58 F3 22 6D 4A
E7 24 86 FB 56 2D 6C 8B,59 48 2C D8 89 34 DA BD
76 27 8E 7F 66 0F 79 42,E4 FF 52 64 CD F1 A9 11
8E C7 1C 00 AA 04 0A 4C,98 34 92 6D BF 16 83 FA
55 DC E3 8D 88 18 C1 C8,F2 18 14 7C 19 CC 89 F2
61 84 80 3D F7 A6 F6 F9,1B 0C 5E B4 E9 6D B8 48
E0 D2 4E 7C B7 24 ED D9,3A EC 82 07 31 DD E9 92
E3 3E 76 2C C2 47 68 47,42 48 EB D2 D6 DD 77 62
7A A5 07 2E D0 15 20 FA,B4 2C F1 A9 F1 68 76 36
3E CD D6 E8 0A 67 9D 97,A8 4B 75 D8 FF AB 1D C6
9F 38 D6 6A 39 95 FE B8,39 F1 D8 71 73 1F F6 B4
89 31 FB 1F 2C E3 46 82,9F 34 05 CA E2 8D 22 19
00 71 A9 28 08 DE B7 11,04 62 14 88 72 7A 63 9B
29 19 EF DC F5 70 D6 E5,BC 0E 28 F3 11 03 DB 1F
69 73 C9 EE A8 ED A9 4D,23 9C FB B6 28 26 CA B2
33 68 8C C9 1C A8 2E 05,70 9C 0A 24 1F F2 1E DE
ED B5 80 62 59 58 EA 45,18 06 95 13 8D D5 48 08
8F 05 75 D9 89 F2 9B 3E,7F CE 3B 74 DF 06 A1 F7
81 BA 6E 9B 44 AE DB 99,4E 85 60 A1 67 AC 8B EA
9B 19 F1 C2 92 4E B8 5A,84 E3 02 4E EF B6 C6 13
90 1D 59 67 0D 0B E6 2A,F7 D7 AF BB 51 93 88 95
1E 79 D7 60 22 3A 2A B9,9B 8A 23 41 EC 81 3B E3
B9 E1 8E 0F EA 66 FC D2,1D 7C C2 FB 73 A8 CD 37
D5 27 73 7B D7 1C FA 4C,54 70 1E 91 A7 2D 02 55
51 12 A2 B8 B3 14 D9 09,4E DD 31 01 97 AF 7E 67
FC D7 40 AE 6A 48 CA A4,70 EC 72 24 CD EC 6F 1E
C3 38 FF 1F 6C 18 58 69,3C 97 94 76 B4 BA 03 9D
B4 38 3F 87 58 F5 45 99,A9 56 C6 55 09 56 01 46
E9 57 E9 1F 7E 00 AA BC,F3 A4 0F 31 07 53 2E 8C
43 C3 E4 2A C9 01 B6 F9,F6 EE E0 B1 88 BD 94 E8
C7 22 F7 DC 67 85 9D 37,1C 09 12 77 79 CB F5 89
CB 19 8A 91 36 AF 67 A1,32 93 BC 1D 5C FF 92 03
5F D5 9A 80 FB A1 13 F1,2D BA E2 37 6C F9 C8 2A
5C F7 D7 5A 71 DC 88 37,A1 4E 38 1E DF 43 BE 8F
BA 9D EC 56 57 37 19 88,0C 06 AC 90 E1 D9 A4 2F
15 72 B7 5D A4 20 3D 82,E4 06 B1 10 05 FA A5 8A
73 42 25 F5 D6 2D 2B F0,48 E0 47 FB 68 C5 BB F6
4C FB 98 E3 B4 60 61 85,11 50 E0 11 24 52 ED 1A
A2 C0 E2 97 DD 90 6D 49,36 FD 15 9E D5 9C AE 7C
C4 39 AB 72 69 D9 6E A4,E4 10 C0 5C 9E CD FA 11
F0 5C 5C E2 B3 5B 78 A9,E7 B1 86 9B 3B 44 19 E8
56 5E 5F 02 E3 E4 CD A2,6C 31 5A 96 03 7F D8 9F
28 23 F6 D0 6D 3B 25 83,E9 0B FC 7A 4E ED BD 41
07 D1 D0 D4 2A A7 AB B7,D7 C9 FA 21 44 08 D1 5A
63 D6 B4 5F 7C CE B7 E9,09 96 8E 58 D5 83 33 BF
46 EE BD CC 42 A0 E7 E6,C6 54 94 66 93 6D 8E EA
09 82 8B 2F 39 34 E1 E4,88 C9 42 14 D1 05 B6 D8
C9 F9 88 09 DA C2 0D 74,DB 76 BF EF 73 BD A6 B9
64 F7 43 69 5F DB 51 46,10 D1 FB 47 AD CE 0D 8D
C1 C1 76 70 03 B9 52 34,9D D0 BE D7 0B 49 39 DF
7F F0 50 AB 95 BF DC 41,4A 91 23 23 93 0F 42 A3
49 04 B1 A7 2A 71 53 C3,59 C3 21 B2 BA D0 9B 0B
9A 12 B0 9E 45 F1 57 93,F2 00 94 C7 36 77 37 EA
A8 CE 44 C5 30 F0 A8 16,82 DD 4C D3 2C E1 9D A3
CF E6 31 68 4A 72 9D 63,37 7D 00 D5 32 23 59 B8
3B 2F 9F FE B2 FE 2D CB,45 B2 4F FA 63 B0 50 50
36 3F 24 17 93 6D 0A 9D,FC 32 03 A6 1F FD 27 14
19 15 FD 30 FD A4 8E E5,62 3F 3E 3D FE 9C 25 F1
77 12 A7 EE 4A D2 6E 77,58 08 52 CC E4 07 6B 1E
89 C2 4C 3B 86 12 9E 38,7E 3C BE 22 9F BB 79 E2
FB 4D E5 FB 4D 82 B1 AC,79 A8 50 82 99 FB 38 B8
CF 22 C2 CF F1 73 17 7F,FB 6D 2D 86 95 28 5E 94
F1 50 E9 2B CE FB 10 8B,98 64 04 DF 18 A1 F5 EB
A1 08 4B 93 07 09 C2 FD,C9 E7 3A 08 BF F4 1C 82
04 3C D2 01 5C 66 F5 EF,5C 77 82 A0 8F 42 59 04
B6 44 D8 4F F5 BE ED 9E,87 CD 55 E4 EE 20 97 0F
8A 68 DC 1A 82 53 D3 D7,61 C4 23 E0 B9 89 08 45
BD F8 EC E1 B1 DB DB 83,02 38 F3 7C 29 65 ED D3
91 4C 2A EF F0 2E 6F 93,D5 00 89 57 1E 9D FC EB
21 6E D5 64 7E 8C 2D D0,F6 68 D1 B7 85 CF 72 8E
87 42 23 E4 93 1F C2 FC,F4 05 06 F8 70 0D 16 16
DB 34 04 D7 8A 4B 4B 17,18 6A 45 86 F4 99 98 D8
F8 99 D7 4C A8 C5 CA C8,73 B1 80 CA 5D 96 51 88
20 86 57 A5 BD 3E EF B0,9E 5A 82 FC FF F1 7B 24
D1 99 44 BC 7D 61 51 66,02 73 16 DD AA 0C 3C 33
21 A8 76 C9 8A 1E 34 08,86 4A 30 4E 34 12 20 3F
9C E4 17 D5 6D 06 01 F1,56 99 63 27 F7 40 9F CD
E9 5F 14 E8 A8 88 DD 37,81 4F DD 46 4F 3D 11 1F
74 78 94 9D 03 A5 59 2B,34 2F 36 89 DA 62 C7 50
FF 7E 07 64 56 2B 30 E5,6E 42 74 D0 D9 8E EA C1
52 8C 86 14 10 C9 33 9B,6B 95 EF 1A 35 C7 95 0D
33 74 3F B6 C6 EF EC 0E,54 53 57 48 EB 6A B5 EC
20 22 1A BC 01 EF A3 36,BA D2 9D EA C1 86 5C 5F
62 5A DD 24 49 E5 72 60,75 41 D2 07 03 1F 85 36
4B D4 2A BA 05 90 15 D6,AF B5 4C B9 C5 C9 AC 1F
0F 6B 59 4B 67 51 C2 55,FE 22 99 95 E8 8D A9 7D
7E 22 56 C6 1F C5 E9 97,62 CA 1C 34 A3 CB 1F D6
54 AC 09 37 98 AF D4 C8,8D 70 92 54 EB C5 C7 D9
03 29 04 91 6C 3B FC EE,60 96 05 79 23 BE 0A FE
F4 77 4B 62 22 39 EC 5A,E7 D0 2F EE 7A 6F 8E EA
3B 1A DB 12 B7 FF C1 1D,02 33 46 CC 0B FF 62 E5
9E 39 7D E8 23 2B B7 E6,02 3A 1A DC 5B D7 34 4D
CB F1 86 A9 59 50 A1 E0,84 03 62 53 EC C4 ED B7
B7 DE 1A EC 38 0B AA D3,A1 F8 77 C5 96 24 75 FC
BD 94 FA BB F0 13 45 4D,06 F4 BD EA 14 3C 03 D6
1B 1B 1A 45 B1 58 E2 E8,36 A2 D1 D1 F8 F9 4E FA
D9 5C B6 C0 FA 39 B6 66,2C 76 9E F2 42 FB F1 1E
74 78 BC D4 AD F3 4A F0,3C 18 CC 8B 18 B7 8F 38
F4 16 06 5D A9 1A A2 B0,3D C9 19 11 9D EF 91 F7
32 3A 23 81 92 3E F2 04,E7 D3 C5 54 4C 5B C6 CA
A3 3B D1 1B E1 8A BB 57,D8 31 D0 BD 3B C0 0F 2C
54 EF AD 2D 22 7E BF 9A,46 03 93 23 35 E0 53 EE
C6 4C 2D 21 B9 24 6D 79,A5 88 8C 34 B5 37 8E 75
01 76 36 57 55 9A 01 4E,FF D8 A4 2D 7F DE F4 C7
DD BB D3 C4 A4 07 05 62,61 A4 85 91 91 27 89 0D
2A 06 13 8F 64 48 61 89,27 1C 17 F1 58 5D C4 7A
70 56 69 CF D7 C7 F1 AF,00 AA 45 6C 90 2D B8 E8
E5 01 3F 1D 14 17 B8 B5,D0 F5 23 37 C6 44 3C 30
F2 FA B0 AB 99 BA AC D6,09 BA 94 C6 94 F7 53 77
0A 07 6A 54 AE DE 1C D8,DF 6C B2 07 1A A5 D6 D4
8F 7B B6 DB F0 A3 D6 D6,52 67 1F 55 1E E4 8F 61
A3 D1 09 A3 2F D5 69 3C,8B A9 70 9A B7 5D D9 2A
16 74 1E AB 3C 10 3E 59,CB AB 01 50 5A A0 A3 08
5A 45 AC 99 10 EA 80 14,28 DB 90 02 0B 1E B8 B7
B1 DB 2C 04 99 66 87 72,15 92 A8 3A 53 98 BC 8A
4A AE A6 3A 91 EF 04 5B,3A 70 2F B3 38 73 DE A1
02 41 E8 35 54 D1 52 62,0E ED 7E 8A 27 9E 90 EA
8C 19 7B 6F 01 ED 9E 32,55 79 A1 E6 D6 48 34 96
55 04 B9 40 49 7C AA 5B,EC 59 E4 C7 7C 2B FA 05
61 64 E0 5C 35 70 3D 86,D7 3D 2C EB 6B 13 99 CF
25 FE A6 A7 F3 4A B1 D5,D1 59 FE 61 81 C3 80 AF
EF 63 38 E9 30 1A D2 FB,C2 C9 DF B0 0E 63 96 1B
E3 49 D8 68 BE DD 67 8D,CF 35 80 2A C4 A4 6A 1A
C3 E4 BD 8D 0D 3F 95 0A,A3 82 E0 33 FE CA 7B B9
1B 38 32 F1 85 C3 D0 D4,92 88 49 CF CB 7A A2 47
47 A5 E6 27 71 80 DE 5F,0E CF D1 8A D5 8D 91 7B
EB C6 75 F1 E7 DD 28 92,69 47 B2 53 2A 8D 8E B3
9C CD C1 AB CC CB 3E 81,0E 3D 0E A0 54 31 69 49
37 19 48 E1 DB 8F 7C B6,52 BC 61 F7 D9 C2 B2 2C
AD BE 7B D2 3A 2A DC CB,E1 44 62 0C 6A 97 68 60
37 DF B6 60 DE 9E F5 ED,F0 E2 CF 12 1F 63 78 77
5B 1A 1A 33 F4 75 5F 58,9C CD 51 F9 F4 73 5D 05
9A 61 A0 BE B7 06 41 E5,46 59 E9 8C 7A 61 8E E3
8B 4C 88 CF 03 AD 95 B0,7C 37 83 74 BF F3 5A E5
D5 0D 09 A5 17 6C C4 52,54 AA F1 6B 11 B7 D4 35
F0 5F 49 24 85 D4 A1 A7,66 53 1B 5E 0A 84 3A 9C
DA 80 FE DA 95 D0 64 F2,F1 26 E4 43 E6 D8 24 3E
E6 BA 25 AF 1F 27 45 FA,BA 3A 7D 60 27 68 5B 9D
B2 69 FE 51 DD A7 5E 84,69 CF 30 D0 68 32 F8 5F
FC 5D A5 3F 82 CC 22 E4,BE BF CF A3 30 F7 DD 32
8F 9C 75 37 01 87 87 EE,84 BC 8F 48 89 FF D0 57
72 19 8F 76 DB FB 04 9E,20 BF 42 F0 06 9C D9 FE
B1 82 72 F0 86 4A 87 C9,F3 31 C2 4E 95 FB CA EC
ED 41 97 FC 1A 90 17 2B,4B 87 D8 2A 7C 7A 0E DA
1E 48 03 63 69 93 3E FE,06 0F DE 32 5B 72 09 B6
BA F4 3E 8E 90 E7 A9 D5,10 46 10 4B D3 1F 16 BC
2C A1 A7 C4 B5 69 55 4E,6F A1 95 DA 4E 9B 5D 97
31 B4 A4 38 50 D8 1F 11,FA 8E 52 B0 0A 2F 8D D9
19 6B 5A 94 A3 2A 8E 2C,43 10 F5 C9 EF F6 90 96
57 D7 8D 19 90 F5 98 C3,BE 03 27 92 4A E9 49 C8
1A 41 75 70 D9 64 49 DA,8D BD 5B 84 97 C5 DD DA
3D 0D A9 45 1B A5 02 4A,61 0E 42 95 41 B7 63 4B
77 A4 D3 86 CE 9D 83 93,9B F9 01 44 D0 F3 8A 21
A6 AC 1F 7C 07 29 39 0E,98 25 DC 00 93 16 A4 58
D7 26 CC 8D 1E 8E 39 A7,FE C5 EB 4F A3 16 05 EA
B4 0E 06 3B 15 67 F7 BD,1D F5 ED 12 4F 0C AC F2
73 1A BE 6A 7E E7 23 EF,B2 F4 C0 31 5F 1D 9F EC
73 E0 4E F2 05 36 76 93,AF DF 80 34 52 1D A0 20
20 B1 B7 01 77 CE 90 BF,07 9D 5B C0 28 90 67 AD
BB 18 1E 8A 75 90 3B 2C,7D 68 BD BF 02 B1 1C 56
0A 8B 39 5C B9 FA BB B7,3D FE 05 07 F0 BE D6 E2
2A 6B 33 D1 E1 B7 03 A7,47 44 48 FB 1D ED D7 DA
A6 5F C8 C6 91 FF D3 37,A2 8B 17 99 D7 BB E8 B9
29 1B 63 04 9A 78 3C 6D,9C E4 F9 2D 23 8D 24 71
82 E2 00 9A BB 66 BE 20,6E C9 A6 56 2E 14 51 6A
B6 04 1F BD 22 BD 51 E9,BD AD E6 8F B6 67 F8 BF
1E 89 0B 32 29 FF D6 57,35 CF A4 1D 15 23 C2 3D
96 80 F2 B6 16 81 2D AA,AE 51 DE CE 29 F4 D2 DB
92 74 37 1D 8A 10 4C 63,D8 52 F3 86 75 AC DA BA
36 2B 11 26 67 12 CF 8D,57 42 69 67 18 44 D4 17
FE A2 DE 0A 54 23 64 72,6E 2F 23 2E ED 81 F2 33
16 52 B2 8D 3F AE 47 2B,20 D7 BB 39 BE 2E 5F 3E
08 40 A0 AC F8 CE AD 44,11 90 BA 9C 79 FC 88 06
A1 FE 46 21 F4 BF 4D D6,EB 1B 2C 9B 12 D7 A1 24
1D 9F 34 97 B9 55 22 69,72 82 B5 BC EA 5C 5F AA
BD 71 F1 37 4B B4 FB 9A,32 03 F8 58 F5 0F 9E EC
30 09 FC 36 18 5B B1 CC,C4 90 92 87 89 C7 DD 89
E4 33 75 E6 77 13 C7 CA,F5 68 D8 28 0D FB 8E 4F
94 A6 57 53 46 CC E2 B9,7C C6 52 2A 47 74 DF 8B
FA C2 01 05 C6 C7 00 DC,DD 7A 89 91 6C 9A 27 4D
EB DC 65 4F E1 27 A8 C8,4E 9A C1 BD B6 41 02 E6
74 64 35 87 B7 94 6B 0E,F4 45 BC 6B B1 3E 66 40
F8 7E AA 4B 57 CC FC A9,B3 B6 B6 1F 82 47 BD 32
EA 13 15 11 BB 13 EF 6B,EF 59 F3 B3 DE D8 DE 41
6F 2C D4 F0 02 4E C6 40,C1 DE 21 D5 B7 49 38 11
EB AD 52 B7 08 87 01 C3,2B 26 59 78 61 D1 94 93
EB 18 6E 31 78 F8 8A D2,E3 B0 EC 70 FE 6E 64 1A
19 22 CE A7 6B C4 7E 3E,5B 7F 1B F6 D8 9F BA F9
41 54 2B EB 29 BB B3 31,4B 6A B5 D7 7C B6 B8 89
C3 B2 6D 76 6D 95 AB 82,D8 24 AA A8 42 A5 9D 17
E6 16 0D 35 A4 98 82 C6,BA 76 23 22 66 81 36 77
57 14 08 F8 C5 12 4B CB,8A 7E D7 85 CC 25 22 92
